Species,District,Responsible Department,Location,Last Inspection Date,BRR,TR no.,Department Ref. No.,OVTNo,XCoordinate,YCoordinate,Type,Condition,MitigationMeasure
榕树(细叶榕),中西区,建筑署,"域多利道,近坚尼地城巴士总站, 斜坡编号 11SW-A/C412",30/10/2020,N,ARCHSD/CW/00158,SA1574_TS005,ARCHSD CW/7,830666,815879,OVT,有枯枝 / 健康状况(一般) / ,适当修剪树木枝条 / 
榕树(细叶榕),中西区,建筑署,"域多利道,近坚尼地城巴士总站, 斜坡编号 11SW-A/C412",30/10/2020,N,ARCHSD/CW/00159,SA1574_TS014,ARCHSD CW/8,830696,815885,OVT,有枯枝 / 健康状况(一般) / ,适当修剪树木枝条 / 
榕树(细叶榕),中西区,康乐及文化事务署,"薄扶林道,碧林阁对出",10/10/2020,N,LCSD/CW/00060,LCSD CW/6,LCSD CW/6,831502,815373,OVT,呈现树洞(严重) / 呈现真菌子实体(少量) / 健康状况(一般) / ,控制病虫害 / 持续监察 / 
榕树(细叶榕),中西区,康乐及文化事务署,"薄扶林道,香港大学何东夫人纪念堂前",12/10/2020,N,LCSD/CW/00061,LCSD CW/10,LCSD CW/10,831766,816105,OVT,嫩枝枯死 (少於 5%) / 树冠不对称 / 健康状况(一般) / ,适当修剪树木枝条 / 持续监察 / 
榕树(细叶榕),中西区,康乐及文化事务署,"薄扶林道,香港大学何东夫人纪念堂前",12/10/2020,N,LCSD/CW/00062,LCSD CW/11,LCSD CW/11,831770,816113,OVT,嫩枝枯死 (少於 5%) / 健康状况(一般) / ,适当修剪树木枝条 / 持续监察 / 
榕树(细叶榕),中西区,建筑署,"干德道儿童游乐场对面, 斜坡编号 11SW-A/F174",8/10/2020,N,ARCHSD/CW/00161,SA1615_TS004,ARCHSD CW/10,832668,815845,OVT,健康状况(一般) / ,
榕树(细叶榕),中西区,康乐及文化事务署,香港佐治五世纪念公园,7/11/2020,N,LCSD/CW/00065,LCSD CW/16,LCSD CW/16,832847,816253,OVT,呈现树洞(轻微) / 健康状况(一般) / ,持续监察 / 
榕树(细叶榕),中西区,建筑署,"香港佐治五世纪念公园, 东边街, 斜坡编号 11SW-A/R471",30/10/2020,N,ARCHSD/CW/00162,SA1711_TS003,ARCHSD CW/11,832858,816314,OVT & SWT,健康状况(一般) / ,适当修剪树木枝条 / 
榕树(细叶榕),中西区,建筑署,"香港佐治五世纪念公园, 医院道, 斜坡编号 11SW-A/R470",30/10/2020,N,ARCHSD/CW/00168,SA1710_TS004,ARCHSD CW/16,832894,816349,OVT & SWT,有枯枝 / 健康状况(一般) / ,适当修剪树木枝条 / 
大叶榕(黄葛树),中西区,康乐及文化事务署,九如坊儿童游乐场,7/10/2020,N,LCSD/CW/00069,LCSD CW/39,LCSD CW/39,833790,816165,OVT,健康状况(一般) / ,适当修剪树木枝条 / 持续监察 / 
大叶南洋杉,中西区,康乐及文化事务署,"香港动植物公园,面向己连拿利的斜坡上",4/2/2021,N,LCSD/CW/00070,LCSD CW/44,LCSD CW/44,833942,815519,OVT,健康状况(一般) / ,持续监察 / 
南洋杉(花旗杉),中西区,康乐及文化事务署,"香港动植物公园, 靠近动物笼舍",25/1/2021,N,LCSD/CW/00071,LCSD CW/51,LCSD CW/51,834069,815525,OVT,健康状况(一般) / ,持续监察 / 
仪花,中西区,康乐及文化事务署,"香港动植物公园,近花园道的抽水站",11/1/2021,N,LCSD/CW/00072,LCSD CW/58,LCSD CW/58,834159,815350,OVT,嫩枝枯死 (少於 5%) / 呈现树洞(中等) / 健康状况(一般) / ,控制病虫害 / 持续监察 / 
百日青,中西区,康乐及文化事务署,"香港动植物公园,近八角形凉亭",7/1/2021,N,LCSD/CW/00074,LCSD CW/69,LCSD CW/69,834105,815433,OVT,嫩枝枯死 (少於 5%) / 呈现树洞(轻微) / 健康状况(一般) / ,
木橘(肖木苹果),中西区,建筑署,"坚尼地道近花园道, 斜坡编号 11SW-B/F22",23/10/2020,N,ARCHSD/CW/00183,SA1902_TS014,ARCHSD CW/31,834235,815342,OVT,呈现真菌子实体(少量) / 健康状况(一般) / ,控制病虫害 / 
绣球树,中西区,建筑署,"香港礼宾府花园, 香港中环上亚厘毕道, 斜坡编号 11SW-B/F45",9/10/2020,N,ARCHSD/CW/00184,SA1941_TS099,ARCHSD CW/32,834320,815519,OVT,有明显破损 / 健康状况(一般) / ,适当修剪树木枝条 / 
榕树(细叶榕),中西区,康乐及文化事务署,上/下亚厘毕道小园地,20/11/2020,Y,LCSD/CW/00077,LCSD CW/78,LCSD CW/78,834351,815429,OVT,嫩枝枯死 (少於 5%) / 呈现真菌子实体(中量) / 呈现病虫害征状(严重) / 有明显破损 / 健康状况(差) / ,适当修剪树木枝条 / 控制病虫害 / 持续监察 / 
榕树(细叶榕),中西区,康乐及文化事务署,花园道与下亚厘毕道交界,4/9/2020,N,LCSD/CW/00078,LCSD CW/80,LCSD CW/80,834470,815473,OVT,呈现树洞(中等) / 呈现真菌子实体(少量) / 有明显破损 / 健康状况(一般) / ,安装缆索或支撑物 / 控制病虫害 / 持续监察 / 
紫檀,中西区,建筑署,"下亚厘毕道, 斜坡编号 11SW-B/F8",30/10/2020,N,ARCHSD/CW/00185,SA1947_TS030,ARCHSD CW/33,834331,815622,OVT,有枯枝 / 健康状况(一般) / ,适当修剪树木枝条 / 
柚木,中西区,消防处,"中区消防局, 红棉道",5/9/2020,N,FSD/CW/00001,LCSD CW099,FSD CW/1,834712,815499,OVT,嫩枝枯死 (少於 5%) / 健康状况(一般) / ,
榕树(细叶榕),中西区,康乐及文化事务署,香港公园近香港壁球中心,28/10/2020,N,LCSD/CW/00085,LCSD CW/100,LCSD CW/100,834536,815351,OVT,嫩枝枯死 (少於 5%) / 健康状况(一般) / ,适当修剪树木枝条 / 持续监察 / 
榕树(细叶榕),中西区,建筑署,"香港公园,靠近红棉路的公园入口的斜坡上, 斜坡编号 11SW-B/C133",23/10/2020,N,ARCHSD/CW/00190,SA1772_TS003,ARCHSD CW/37,834607,815419,OVT,有枯枝 / 健康状况(一般) / ,适当修剪树木枝条 / 
榕树(细叶榕),中西区,康乐及文化事务署,"香港公园,罗桂祥茶艺馆旁",21/1/2021,Y,LCSD/CW/00089,LCSD CW/114,LCSD CW/114,834812,815439,OVT,嫩枝枯死 (少於 5%) / 呈现树洞(轻微) / 健康状况(一般) / ,适当修剪树木枝条 / 控制病虫害 / 持续监察 / 
银杏(白果树),中西区,康乐及文化事务署,遮打花园,25/1/2021,N,LCSD/CW/00091,LCSD CW/121,LCSD CW/121,834669,815720,OVT,嫩枝枯死 (少於 5%) / 树冠不对称 / 健康状况(一般) / ,
面包树,中西区,康乐及文化事务署,遮打花园,25/1/2021,N,LCSD/CW/00092,LCSD CW/122,LCSD CW/122,834685,815731,OVT,嫩枝枯死 (少於 5%) / 呈现树洞(轻微) / 健康状况(一般) / ,适当修剪树木枝条 / 持续监察 / 
吊瓜树,中西区,康乐及文化事务署,大会堂纪念花园,27/1/2021,N,LCSD/CW/00093,LCSD CW/124,LCSD CW/124,834644,815919,OVT,嫩枝枯死 (少於 5%) / 树冠不对称 / 健康状况(一般) / ,适当修剪树木枝条 / 持续监察 / 
榕树(细叶榕),中西区,康乐及文化事务署,琳宝径红棉道交界,19/9/2020,N,LCSD/CW/00094,LCSD CW/126,LCSD CW/126,834845,815703,OVT,嫩枝枯死 (少於 5%) / 呈现树洞(中等) / 树冠不对称 / 健康状况(一般) / ,
榕树(细叶榕),中西区,康乐及文化事务署,坚尼地道灯柱34504与22432之间,8/10/2020,N,LCSD/CW/00095,LCSD CW/131,LCSD CW/131,835170,815209,OVT,嫩枝枯死 (少於 5%) / 树冠不对称 / 健康状况(一般) / ,
印度榕(印度橡树),中西区,康乐及文化事务署,卢吉道(港岛径)近28号,4/11/2020,N,LCSD/CW/00096,LCSD CW/134,LCSD CW/134,832626,815173,OVT,健康状况(一般) / ,持续监察 / 
白千层,北区,康乐及文化事务署,青山公路-古洞路段近灯柱EA2152,21/8/2020,N,LCSD/N/00010,LCSD N/47,LCSD N/47,828945,840408,OVT,嫩枝枯死 (少於 5%) / 呈现树洞(轻微) / 有明显破损 / 树冠不对称 / 健康状况(一般) / ,持续监察 / 
樟,南区,康乐及文化事务署,"薄扶林道,邻近香港大学网球场",21/9/2020,N,LCSD/S/00019,LCSD S/2,LCSD S/2,831869,813888,OVT,有明显破损 / 健康状况(一般) / ,持续监察 / 
东方乌檀,南区,康乐及文化事务署,"赤柱岗道2号,在海湾阁对面",10/12/2020,N,LCSD/S/00020,LCSD S/28,LCSD S/28,840023,809175,OVT,嫩枝枯死 (少於 5%) / 呈现树洞(轻微) / 树冠不对称 / 健康状况(一般) / ,
榕树(细叶榕),西贡区,康乐及文化事务署,西贡公路近蚝涌路,8/7/2020,N,LCSD/SK/00006,LCSD SK/3,LCSD SK/3,843921,823993,OVT,嫩枝枯死 (少於 5%) / 呈现树洞(轻微) / 呈现腐烂 (轻微) / 树枝/树干裂开(轻微) / 有明显破损 / 树冠不对称 / 健康状况(一般) / ,适当修剪树木枝条 / 持续监察 / 
榕树(细叶榕),西贡区,康乐及文化事务署,西贡公路近蚝涌路,16/2/2021,N,LCSD/SK/00007,LCSD SK/4,LCSD SK/4,843926,823994,OVT,嫩枝枯死 (少於 5%) / 呈现树洞(中等) / 呈现腐烂(中等) / 有明显破损 / 树冠不对称 / 健康状况(一般) / ,持续监察 / 
榕树(细叶榕),沙田区,路政署,牛皮沙街,24/8/2020,N,HYD/ST/00003,HYD ST1,HYD ST/1,839493,826720,OVT,嫩枝枯死 (少於 5%) / 树枝/树干裂开(轻微) / 有明显破损 / 健康状况(一般) / ,持续监察 / 
榕树(细叶榕),沙田区,路政署,牛皮沙新村,24/8/2020,N,HYD/ST/00004,HYD ST2,HYD ST/2,839497,826689,OVT,嫩枝枯死 (少於 5%) / 有明显破损 / 健康状况(一般) / ,持续监察 / 
樟,沙田区,康乐及文化事务署,松岭路,1/12/2020,N,LCSD/ST/00010,LCSD ST/7,LCSD ST/7,836749,826529,OVT,嫩枝枯死 (少於 5%) / 呈现树洞(轻微) / 呈现腐烂 (轻微) / 呈现病虫害征状(轻微) / 有枯枝 / 有明显破损 / 树冠不对称 / 健康状况(一般) / ,适当修剪树木枝条 / 控制病虫害 / 持续监察 / 
樟,沙田区,康乐及文化事务署,松岭路,1/12/2020,N,LCSD/ST/00011,LCSD ST/8,LCSD ST/8,836736,826524,OVT,嫩枝枯死 (少於 5%) / 呈现树洞(轻微) / 呈现树洞(严重) / 有枯枝 / 有明显破损 / 树冠不对称 / 健康状况(一般) / ,适当修剪树木枝条 / 持续监察 / 
樟,沙田区,康乐及文化事务署,松岭路,1/12/2020,N,LCSD/ST/00012,LCSD ST/10,LCSD ST/10,836638,826513,OVT,嫩枝枯死 (少於 5%) / 呈现树洞(轻微) / 呈现腐烂 (轻微) / 有明显破损 / 树冠不对称 / 健康状况(一般) / ,适当修剪树木枝条 / 持续监察 / 
樟,沙田区,康乐及文化事务署,松岭路,1/12/2020,N,LCSD/ST/00013,LCSD ST/11,LCSD ST/11,836626,826515,OVT,嫩枝枯死 (少於 5%) / 呈现树洞(轻微) / 呈现腐烂 (轻微) / 有明显破损 / 树冠不对称 / 健康状况(一般) / ,适当修剪树木枝条 / 持续监察 / 
榕树(细叶榕),沙田区,路政署,"积存街, 近行人隧道",27/8/2020,N,HYD/ST/00005,HYD ST3,HYD ST/3,836353,826391,OVT,有枯枝 / 有明显破损 / 树冠不对称 / 健康状况(一般) / ,持续监察 / 
菩提树,沙田区,康乐及文化事务署,碧田街,18/11/2020,N,LCSD/ST/00015,LCSD ST/15,LCSD ST/15,835822,826516,OVT,嫩枝枯死 (少於 5%) / 呈现树洞(轻微) / 呈现腐烂 (轻微) / 有明显破损 / 树冠不对称 / 健康状况(一般) / ,持续监察 / 
银杏(白果树),沙田区,康乐及文化事务署,沙田公园,12/11/2020,N,LCSD/ST/00016,LCSD ST/16,LCSD ST/16,837843,826934,OVT,嫩枝枯死 (少於 5%) / 健康状况(一般) / ,持续监察 / 
环纹榕,沙田区,康乐及文化事务署,大埔公路-沙田段近沥源邨沙田崇真学校,22/10/2020,N,LCSD/ST/00017,LCSD ST/17,LCSD ST/17,837628,827329,OVT,嫩枝枯死 (少於 5%) / 呈现腐烂 (轻微) / 有明显破损 / 树冠不对称 / 健康状况(好) / ,持续监察 / 
榕树(细叶榕),大埔区,发展局(文物),"大埔旧警署, 近大埔运头角里",11/3/2019,N,DEVB/TP/00001,LCSD TP005,DEVB TP/1,835515,834093,OVT,健康状况(好) / ,持续监察 / 
樟,大埔区,发展局(文物),"大埔旧警署, 大埔运头角里, 近警署入口",11/3/2019,N,DEVB/TP/00002,LCSD TP006,DEVB TP/2,835571,834115,OVT,健康状况(好) / ,持续监察 / 
细叶桉,大埔区,康乐及文化事务署,大埔运头角里,6/10/2020,N,LCSD/TP/00004,LCSD TP/7,LCSD TP/7,835575,834094,OVT,嫩枝枯死 (少於 5%) / 呈现树洞(轻微) / 呈现腐烂 (轻微) / 树枝/树干裂开(轻微) / 有明显破损 / 健康状况(一般) / ,持续监察 / 
榕树(细叶榕),大埔区,康乐及文化事务署,香港铁路博物馆,1/12/2020,N,LCSD/TP/00005,LCSD TP/8,LCSD TP/8,834977,834255,OVT,嫩枝枯死 (少於 5%) / 呈现树洞(中等) / 呈现腐烂(中等) / 呈现真菌子实体(少量) / 有明显破损 / 树冠不对称 / 健康状况(一般) / ,持续监察 / 
榕树(细叶榕),大埔区,康乐及文化事务署,香港铁路博物馆,1/12/2020,Y,LCSD/TP/00006,LCSD TP/9,LCSD TP/9,834973,834259,OVT,嫩枝枯死 (少於 5%) / 呈现树洞(中等) / 呈现腐烂(中等) / 呈现病虫害征状(轻微) / 有明显破损 / 树冠不对称 / 健康状况(一般) / ,持续监察 / 
榕树(细叶榕),大埔区,建筑署,"香港铁路博物馆, 近七约大楼",31/7/2020,N,ARCHSD/TP/00005,SB2093_TS0002,ARCHSD TP/1,834901,834348,OVT,健康状况(一般) / 其他 / ,持续监察 / 
大叶榕(黄葛树),中西区,康乐及文化事务署,旧山顶道与罗便臣道交界,28/9/2020,N,LCSD/CW/00098,LCSD CW/40,LCSD CW/40,833961,815383,OVT,呈现树洞(严重) / 呈现真菌子实体(少量) / 健康状况(一般) / ,控制病虫害 / 持续监察 / 
泰国大风子,中西区,康乐及文化事务署,"香港动植物公园,近雅宾利道边缘",19/1/2021,N,LCSD/CW/00099,LCSD CW/46,LCSD CW/46,834056,815441,OVT,嫩枝枯死 (少於 5%) / 呈现树洞(轻微) / 健康状况(一般) / ,适当修剪树木枝条 / 持续监察 / 
蓝树,中西区,康乐及文化事务署,"香港动植物公园,近雅宾利道边缘",19/1/2021,N,LCSD/CW/00100,LCSD CW/47,LCSD CW/47,834046,815449,OVT,嫩枝枯死 (少於 5%) / 呈现树洞(轻微) / 树枝/树干裂开(严重) / 健康状况(一般) / ,适当修剪树木枝条 / 控制病虫害 / 持续监察 / 
落羽杉,中西区,康乐及文化事务署,"香港动植物公园,靠近动物笼舍",18/8/2020,N,LCSD/CW/00101,LCSD CW/50,LCSD CW/50,834066,815517,OVT,呈现树洞(严重) / 健康状况(一般) / ,持续监察 / 
铁刀木,中西区,建筑署,"香港动植物公园,面向雅宾利道的公园入口, 斜坡编号 11SW-B/F9",22/10/2020,N,ARCHSD/CW/00182,SA1950_TS038,ARCHSD CW/30,834096,815523,OVT,呈现树洞(中等) / 呈现真菌子实体(少量) / 健康状况(一般) / ,控制病虫害 / 
樟,北区,康乐及文化事务署,新屋仔游乐场,30/11/2020,N,LCSD/N/00011,LCSD N/1,LCSD N/1,836528,841140,OVT,嫩枝枯死 (少於 5%) / 呈现树洞(中等) / 树枝/树干裂开(中等) / 有明显破损 / 树冠不对称 / 健康状况(一般) / ,持续监察 / 
樟,北区,康乐及文化事务署,粉岭楼游乐场,6/1/2021,N,LCSD/N/00012,LCSD N/11,LCSD N/11,832494,839692,OVT,嫩枝枯死 (少於 5%) / 呈现树洞(轻微) / 呈现腐烂(严重) / 树枝/树干裂开(轻微) / 有明显破损 / 树冠不对称 / 主干呈现腐烂/破损/树洞并超过主干直径1/3 / 健康状况(一般) / ,适当修剪树木枝条 / 持续监察 / 
榕树(细叶榕),北区,康乐及文化事务署,"马会道301号,在粉岭裁判署对面",20/7/2020,N,LCSD/N/00013,LCSD N/19,LCSD N/19,832479,839563,OVT,嫩枝枯死 (少於 5%) / 呈现树洞(轻微) / 呈现腐烂 (轻微) / 树枝/树干裂开(轻微) / 有明显破损 / 树冠不对称 / 树干不正常倾斜 / 主干呈现腐烂/破损/树洞并超过主干直径1/3 / 健康状况(一般) / ,持续监察 / 
榕树(细叶榕),北区,康乐及文化事务署,吉澳游乐场,9/6/2020,N,LCSD/N/00015,LCSD N/54,LCSD N/54,848056,845642,OVT,嫩枝枯死 (少於 5%) / 呈现树洞(严重) / 呈现腐烂(严重) / 呈现病虫害征状(轻微) / 有明显破损 / 树冠不对称 / 健康状况(一般) / ,控制病虫害 / 持续监察 / 
榕树(细叶榕),南区,康乐及文化事务署,香港仔大石角休憩花园,14/12/2020,N,LCSD/S/00021,LCSD S/4,LCSD S/4,834153,812050,OVT,呈现树洞(中等) / 呈现腐烂(严重) / 呈现真菌子实体(少量) / 有明显破损 / 健康状况(差) / ,控制病虫害 / 持续监察 / 
榕树(细叶榕),南区,康乐及文化事务署,香港仔大道/鸭脷洲大桥休憩处,11/11/2020,N,LCSD/S/00022,LCSD S/6,LCSD S/6,834506,812166,OVT,嫩枝枯死 (少於 5%) / 树冠不对称 / 健康状况(一般) / ,适当修剪树木枝条 / 安装缆索或支撑物 / 持续监察 / 
雨树,南区,康乐及文化事务署,"香岛道 40号, 在灯柱41888/41889之间",4/12/2020,N,LCSD/S/00023,LCSD S/12,LCSD S/12,837390,811181,OVT,呈现树洞(轻微) / 健康状况(一般) / ,持续监察 / 
榕树(细叶榕),南区,康乐及文化事务署,赤柱市场道公共小花园,17/11/2020,N,LCSD/S/00025,LCSD S/32,LCSD S/32,839856,808916,OVT,呈现树洞(中等) / 有明显破损 / 健康状况(一般) / ,控制病虫害 / 持续监察 / 
榄仁树,南区,康乐及文化事务署,"赤柱,新八间休憩处",14/11/2020,N,LCSD/S/00026,LCSD S/35,LCSD S/35,840027,808689,OVT,嫩枝枯死 (少於 5%) / 树冠不对称 / 健康状况(一般) / ,
榄仁树,南区,康乐及文化事务署,"赤柱,新八间休憩处",14/11/2020,N,LCSD/S/00027,LCSD S/36,LCSD S/36,840034,808681,OVT,嫩枝枯死 (少於 5%) / 树冠不对称 / 健康状况(一般) / ,适当修剪树木枝条 / 持续监察 / 
榕树(细叶榕),油尖旺区,康乐及文化事务署,"九龙公园,中国花园东面边缘",25/2/2021,N,LCSD/YTM/00113,LCSD YTM/95,LCSD YTM/95,835703,817924,OVT,呈现树洞(轻微) / 有明显破损 / ,持续监察 / 
榕树(细叶榕),油尖旺区,康乐及文化事务署,"九龙公园,中国花园东面边缘",25/2/2021,N,LCSD/YTM/00114,LCSD YTM/93,LCSD YTM/93,835702,817943,OVT,有明显破损 / ,持续监察 / 
榕树(细叶榕),油尖旺区,康乐及文化事务署,"九龙公园,中国花园内",18/9/2020,N,LCSD/YTM/00115,LCSD YTM/89,LCSD YTM/89,835645,817956,OVT,有明显破损 / ,持续监察 / 
榕树(细叶榕),油尖旺区,康乐及文化事务署,"九龙公园,中国花园内",8/10/2020,N,LCSD/YTM/00116,LCSD YTM/87,LCSD YTM/87,835620,817971,OVT,呈现树洞(轻微) / 有明显破损 / ,持续监察 / 
榕树(细叶榕),油尖旺区,康乐及文化事务署,"九龙公园,中国花园内",24/2/2021,N,LCSD/YTM/00117,LCSD YTM/86,LCSD YTM/86,835616,817975,OVT,有明显破损 / ,持续监察 / 
榕树(细叶榕),油尖旺区,建筑署,"九龙公园, 中国花园",6/10/2020,N,ARCHSD/YTM/00043,SA1849_TS016,ARCHSD YTM/18,835592,817962,OVT,有明显破损 / ,控制病虫害 / 持续监察 / 
榕树(细叶榕),油尖旺区,建筑署,"九龙公园, 中国花园",6/10/2020,N,ARCHSD/YTM/00042,SA1849_TS015,ARCHSD YTM/17,835591,817965,OVT,有枯枝 / 有明显破损 / ,适当修剪树木枝条 / 持续监察 / 
榕树(细叶榕),油尖旺区,康乐及文化事务署,"九龙公园,历奇乐园内",24/2/2021,N,LCSD/YTM/00120,LCSD YTM/83,LCSD YTM/83,835456,817974,OVT,有明显破损 / ,持续监察 / 
榕树(细叶榕),油尖旺区,建筑署,"九龙公园, 历奇乐园",5/10/2020,N,ARCHSD/YTM/00041,SA1806_TS009,ARCHSD YTM/16,835470,817952,OVT,有明显破损 / ,持续监察 / 
榕树(细叶榕),油尖旺区,建筑署,"九龙公园, 百鸟苑",5/10/2020,N,ARCHSD/YTM/00040,SA2001_TS006,ARCHSD YTM/15,835532,817928,OVT & SWT,健康状况(一般) / ,持续监察 / 
乌墨(海南蒲桃),油尖旺区,康乐及文化事务署,九龙公园近迷宫,23/2/2021,N,LCSD/YTM/00124,LCSD YTM/68,LCSD YTM/68,835707,817858,OVT,有明显破损 / ,持续监察 / 
黄槿,油尖旺区,康乐及文化事务署,"九龙公园, 瑰丽花园",18/1/2021,N,LCSD/YTM/00126,LCSD YTM/58,LCSD YTM/58,835520,817751,OVT,有明显破损 / ,持续监察 / 
榕树(细叶榕),油尖旺区,建筑署,"九龙公园, 沿海防道",14/10/2020,N,ARCHSD/YTM/00035,SA1901_TS017,ARCHSD YTM/10,835551,817692,OVT,呈现树洞(中等) / 树枝/树干裂开(轻微) / 有明显破损 / ,持续监察 / 
樟,油尖旺区,建筑署,"九龙公园, 沿海防道",14/10/2020,N,ARCHSD/YTM/00032,SA1800_TS007,ARCHSD YTM/7,835598,817693,OVT,等势干并於连结位置呈现内夹树皮/腐烂/树洞/裂缝 / ,持续监察 / 
樟,油尖旺区,建筑署,"九龙公园, 沿海防道",14/10/2020,N,ARCHSD/YTM/00028,SA1880_TS024,ARCHSD YTM/3,835691,817699,OVT,健康状况(一般) / ,持续监察 / 
笔管榕,油尖旺区,渠务署,"花墟道已覆盖的明渠, 石墙上",7/7/2020,N,DSD/YTM/00002,DSD-T137,,835660.7328,820689.5859,SWT,健康状况(一般) / ,
榕树(细叶榕),油尖旺区,渠务署,"花墟道已覆盖的明渠, 石墙上",7/7/2020,N,DSD/YTM/00004,DSD-T109,,835751.3977,820772.6338,SWT,健康状况(一般) / ,
榕树(细叶榕),油尖旺区,渠务署,"花墟道已覆盖的明渠, 石墙上",7/7/2020,N,DSD/YTM/00005,DSD-T97,,835709.1572,820761.5617,SWT,健康状况(一般) / ,
榕树(细叶榕),油尖旺区,渠务署,"花墟道已覆盖的明渠, 石墙上",7/7/2020,N,DSD/YTM/00006,DSD-T54,,835774.0632,820775.9551,SWT,健康状况(一般) / ,
心叶榕(假菩提树),油尖旺区,康乐及文化事务署,旺角大球场,8/2/2021,N,LCSD/YTM/00136,LCSD YTM/107,LCSD YTM/107,835763,820774,OVT,树枝/树干裂开(轻微) / 有明显破损 / ,持续监察 / 
笔管榕,油尖旺区,建筑署,九龙公园,5/10/2020,N,ARCHSD/YTM/00005,SA2001_TS004,,835535.6,817917.1,SWT,健康状况(一般) / ,持续监察 / 
榕树(细叶榕),元朗区,康乐及文化事务署,东华三院马振玉纪念中学篮球场后面,2/12/2020,N,LCSD/YL/00002,LCSD YL/8,LCSD YL/8,822692,833815,OVT,嫩枝枯死 (少於 5%) / 呈现树洞(轻微) / 呈现腐烂 (轻微) / 呈现病虫害征状(轻微) / 有明显破损 / 树冠不对称 / 健康状况(一般) / ,适当修剪树木枝条 / 控制病虫害 / 持续监察 / 
白千层,元朗区,康乐及文化事务署,青山公路 - 潭尾段,5/2/2021,N,LCSD/YL/00003,LCSD YL/7,LCSD YL/7,823882,837428,OVT,嫩枝枯死 (少於 5%) / 呈现树洞(轻微) / 呈现腐烂 (轻微) / 有明显破损 / 树冠不对称 / 健康状况(一般) / ,持续监察 / 
榕树(细叶榕),元朗区,康乐及文化事务署,水尾村游乐场,2/12/2020,Y,LCSD/YL/00004,LCSD YL/6,LCSD YL/6,824313,834252,OVT,嫩枝枯死 (少於 5%) / 呈现树洞(轻微) / 呈现腐烂(中等) / 呈现真菌子实体(少量) / 呈现病虫害征状(中等) / 有明显破损 / 健康状况(一般) / ,适当修剪树木枝条 / 控制病虫害 / 持续监察 / 
柠檬桉,元朗区,康乐及文化事务署,青山公路近友善街,16/9/2020,N,LCSD/YL/00005,LCSD YL/5,LCSD YL/5,822749,833831,OVT,嫩枝枯死 (少於 5%) / 呈现腐烂 (轻微) / 树枝/树干裂开(轻微) / 有明显破损 / 树冠不对称 / 健康状况(一般) / ,持续监察 / 
木棉,元朗区,康乐及文化事务署,水边村游乐场,16/9/2020,N,LCSD/YL/00006,LCSD YL/4,LCSD YL/4,820276,833853,OVT,嫩枝枯死 (少於 5%) / 有明显破损 / 树冠不对称 / 健康状况(好) / ,持续监察 / 
人面子,元朗区,建筑署,"元朗公园, 御豪山庄第9座对面入口",31/7/2020,N,ARCHSD/YL/00003,SB1590_TS0013,ARCHSD YL/2,819950,833766,OVT,有枯枝 / 健康状况(一般) / ,适当修剪树木枝条 / 持续监察 / 
人面子,元朗区,建筑署,"元朗公园, 御豪山庄第9座对面入口",31/7/2020,N,ARCHSD/YL/00002,SB1590_TS0012,ARCHSD YL/1,819947,833759,OVT,有枯枝 / 健康状况(一般) / ,适当修剪树木枝条 / 持续监察 / 
榕树(细叶榕),元朗区,康乐及文化事务署,灰沙围游乐场,1/2/2021,N,LCSD/YL/00009,LCSD YL/1,LCSD YL/1,818651,833274,OVT,嫩枝枯死 (少於 5%) / 有明显破损 / 树冠不对称 / 健康状况(一般) / ,持续监察 / 
印度榕(印度橡树),湾仔区,建筑署,"何东中学, 东院道, 斜坡编号 11SE-A/FR436",27/1/2021,Y,ARCHSD/WC/00005,SA1087_TS002,ARCHSD WCH/2,837498,815396,OVT,有枯枝 / 健康状况(一般) / ,适当修剪树木枝条 / 
大叶榕(黄葛树),湾仔区,建筑署,"香港坟场, 黄泥涌道, 斜坡编号 11SW-D/R804",16/10/2020,N,ARCHSD/WC/00004,SA2320_TS001,ARCHSD WCH/1,836686,814650,OVT & SWT,有枯枝 / 健康状况(一般) / ,适当修剪树木枝条 / 
荔枝,湾仔区,食物环境卫生署,"香港坟场, 黄泥涌道, 近跑马地马场",8/12/2020,N,FEHD/WC/00003,LCSD WCH024,FEHD WCH/5,836532,814743,OVT,嫩枝枯死 (5 - 20%) / 树枝/树干裂开(轻微) / 有明显破损 / ,持续监察 / 
桃花心木,湾仔区,食物环境卫生署,"香港坟场, 黄泥涌道, 近跑马地马场",8/12/2020,N,FEHD/WC/00004,LCSD WCH023,FEHD WCH/4,836530,814705,OVT,呈现树洞(轻微) / ,持续监察 / 
异叶南洋杉,湾仔区,食物环境卫生署,"香港坟场, 黄泥涌道, 近跑马地马场",8/12/2020,N,FEHD/WC/00005,LCSD WCH021,FEHD WCH/2,836578,814744,OVT,嫩枝枯死 (少於 5%) / ,持续监察 / 
大叶榕(黄葛树),湾仔区,机电工程署,加路连山道98号,4/3/2016,N,EMSD/WC/00001,LCSD WCH009,EMSD WCH/1,837236,815288,OVT,健康状况(好) / ,
印度榕(印度橡树),湾仔区,香港邮政,"礼顿道, 邮政体育会",19/11/2020,Y,HKPO/WC/00001,LCSD WCH007,HKP WCH/1,837190,815393,OVT,有枯枝 / ,适当修剪树木枝条 / 
