BBR,Condition_CHS,Condition_CHT,Condition_EN,Department_Ref__No_,District_CHS,District_CHT,District_EN,Last_Inspection_Date,Location_CHS,Location_CHT,Location_EN,MitigationMeasure_CHS,MitigationMeasure_CHT,MitigationMeasure_EN,OVTNo,Responsible_Department_CHS,Responsible_Department_CHT,Responsible_Department_EN,Species_CHS,Species_CHT,Species_EN,TR_no_,Type,XCoordinate,YCoordinate,GeometryLongitude,GeometryLatitude
N,其他场地改变 / 土壤情况正常 / 滴水线范围内有限制(多於 70%) / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (正常) / 倾斜 (趋光性) / 倾斜 (已自然修正) / 受风情况 (部份) / 挡土墙 / 其他修剪历史 / 其他总体情况观察 / 综合树木风险 (低) / 综合剩余风险(低) / 没有场地改变 / ,其他場地改變 / 土壤情況正常 / 滴水線範圍內有限制(多於 70%) / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (正常) / 傾斜 (趨光性) / 傾斜 (已自然修正) / 受風情況 (部份) / 擋土牆 / 其他修剪歷史 / 其他總體情況觀察 / 綜合樹木風險 (低) / 綜合剩餘風險(低) / 没有場地改變 / ,Lean (Natural due to phototropism) / Lean (Self-corrected) / No site changes / Normal Soil / Other General condition observations / Other Pruning history / Other site changes / Other Site Condition observations / Overall residual risk(Low) / Overall tree risk rating (Low) / Restriction within dripline (Over 75%) / Retaining wall / Tree failure record / Tree vigor (Normal) / Wind exposure (Partial) / ,hyd_hk_11sw_b_fr124_0_wt1,"""Central & Western""","""Central & Western""","""Central & Western""",2023-10-17,"""BOWEN ROAD, Within 21 meters to the North East (28.11Degrees) of Lamppost 40237""","""BOWEN ROAD, Within 21 meters to the North East (28.11Degrees) of Lamppost 40237""","""BOWEN ROAD, Within 21 meters to the North East (28.11Degrees) of Lamppost 40237""",其他缓减措施 / ,其他緩減措施 / ,Others / ,,"""Highways Department""","""Highways Department""","""Highways Department""",大叶榕(黄葛树),大葉榕(黃葛樹),Ficus virens (syn. Ficus virens var. sublanceolata),HYD/CW/00008,SWT,834370.37,815068.969,114.1584620000001,22.274471000000062
N,其他场地改变 / 土壤情况正常 / 滴水线范围内有限制(多於 70%) / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (正常) / 倾斜 (已自然修正) / 受风情况 (部份) / 挡土墙 / 其他修剪历史 / 其他总体情况观察 / 综合树木风险 (低) / 综合剩余风险(低) / 没有场地改变 / ,其他場地改變 / 土壤情況正常 / 滴水線範圍內有限制(多於 70%) / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (正常) / 傾斜 (已自然修正) / 受風情況 (部份) / 擋土牆 / 其他修剪歷史 / 其他總體情況觀察 / 綜合樹木風險 (低) / 綜合剩餘風險(低) / 没有場地改變 / ,Lean (Self-corrected) / No site changes / Normal Soil / Other General condition observations / Other Pruning history / Other site changes / Other Site Condition observations / Overall residual risk(Low) / Overall tree risk rating (Low) / Restriction within dripline (Over 75%) / Retaining wall / Tree failure record / Tree vigor (Normal) / Wind exposure (Partial) / ,RTR0204759,"""Central & Western""","""Central & Western""","""Central & Western""",2023-06-24,"""BOWEN ROAD, Within 19 meters to the North-West of Lamppost No. 40257""","""BOWEN ROAD, Within 19 meters to the North-West of Lamppost No. 40257""","""BOWEN ROAD, Within 19 meters to the North-West of Lamppost No. 40257""",其他缓减措施 / ,其他緩減措施 / ,Others / ,,"""Highways Department""","""Highways Department""","""Highways Department""",榕树(细叶榕),榕樹(細葉榕),Ficus microcarpa,HYD/CW/00009,SWT,834871.394,815131.435,114.1633230000001,22.275036000000057
N,土壤被挤压 / 滴水线范围内有限制(多於 70%) / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (正常) / 倾斜 (趋光性) / 倾斜 (已自然修正) / 倾斜 (反应生长) / 受风情况 (部份) / 修剪历史 (清理树冠) / 修剪历史 (疏减树冠) / 修剪历史 (缩减树冠) / 其他总体情况观察 / 综合树木风险 (低) / 石墙 / 综合剩余风险(低) / 没有场地改变 / ,土壤被擠壓 / 滴水線範圍內有限制(多於 70%) / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (正常) / 傾斜 (趨光性) / 傾斜 (已自然修正) / 傾斜 (反應生長) / 受風情況 (部份) / 修剪歷史 (清理樹冠) / 修剪歷史 (疏減樹冠) / 修剪歷史 (縮減樹冠) / 其他總體情況觀察 / 綜合樹木風險 (低) / 石牆 / 綜合剩餘風險(低) / 没有場地改變 / ,Compacted Soil / Lean (Natural due to phototropism) / Lean (Response growth) / Lean (Self-corrected) / No site changes / Other General condition observations / Other Site Condition observations / Overall residual risk(Low) / Overall tree risk rating (Low) / Pruning history (Cleaned) / Pruning history (Reduced) / Pruning history (Thinned) / Restriction within dripline (Over 75%) / Stonewall / Tree failure record / Tree vigor (Normal) / Wind exposure (Partial) / ,hyd_hk_11sw_a_r921_0_wt1,"""Central & Western""","""Central & Western""","""Central & Western""",2023-06-01,"""BRIDGES STREET, Within 2 meters to the South East (149.81Degrees) of Lamppost 33612""","""BRIDGES STREET, Within 2 meters to the South East (149.81Degrees) of Lamppost 33612""","""BRIDGES STREET, Within 2 meters to the South East (149.81Degrees) of Lamppost 33612""",其他缓减措施 / ,其他緩減措施 / ,Others / ,,"""Highways Department""","""Highways Department""","""Highways Department""",大叶榕(黄葛树),大葉榕(黃葛樹),Ficus virens (syn. Ficus virens var. sublanceolata),HYD/CW/00010,SWT,833403.646,816132.758,114.14908000000003,22.284077000000025
N,土壤被挤压 / 滴水线范围内有限制(多於 70%) / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (高) / 受风情况 (部份) / 其他修剪历史 / 其他总体情况观察 / 综合树木风险 (低) / 石墙 / 综合剩余风险(低) / 没有场地改变 / ,土壤被擠壓 / 滴水線範圍內有限制(多於 70%) / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (高) / 受風情況 (部份) / 其他修剪歷史 / 其他總體情況觀察 / 綜合樹木風險 (低) / 石牆 / 綜合剩餘風險(低) / 没有場地改變 / ,Compacted Soil / No site changes / Other General condition observations / Other Pruning history / Other Site Condition observations / Overall residual risk(Low) / Overall tree risk rating (Low) / Restriction within dripline (Over 75%) / Stonewall / Tree failure record / Tree vigor (High) / Wind exposure (Partial) / ,hyd_hk_11sw_a_r116_7_wt1,"""Central & Western""","""Central & Western""","""Central & Western""",2023-11-01,"""CASTLE ROAD, Within 7 meters to the North (1.67Degrees) of Lamppost 18299""","""CASTLE ROAD, Within 7 meters to the North (1.67Degrees) of Lamppost 18299""","""CASTLE ROAD, Within 7 meters to the North (1.67Degrees) of Lamppost 18299""",清理树冠 / 缩减树冠 / ,清理樹冠 / 縮減樹冠 / ,Crown cleaning / Crown reduction / ,,"""Highways Department""","""Highways Department""","""Highways Department""",榕树(细叶榕),榕樹(細葉榕),Ficus microcarpa,HYD/CW/00011,SWT,833595.92,815925.407,114.15094600000009,22.282205000000033
N,土壤被挤压 / 滴水线范围内有限制(多於 70%) / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (正常) / 倾斜 (趋光性) / 倾斜 (反应生长) / 受风情况 (部份) / 修剪历史 (清理树冠) / 修剪历史 (缩减树冠) / 其他总体情况观察 / 综合树木风险 (中) / 石墙 / 综合剩余风险(中) / 没有场地改变 / ,土壤被擠壓 / 滴水線範圍內有限制(多於 70%) / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (正常) / 傾斜 (趨光性) / 傾斜 (反應生長) / 受風情況 (部份) / 修剪歷史 (清理樹冠) / 修剪歷史 (縮減樹冠) / 其他總體情況觀察 / 綜合樹木風險 (中) / 石牆 / 綜合剩餘風險(中) / 没有場地改變 / ,Compacted Soil / Lean (Natural due to phototropism) / Lean (Response growth) / No site changes / Other General condition observations / Other Site Condition observations / Overall residual risk(Moderate) / Overall tree risk rating (Moderate) / Pruning history (Cleaned) / Pruning history (Reduced) / Restriction within dripline (Over 75%) / Stonewall / Tree failure record / Tree vigor (Normal) / Wind exposure (Partial) / ,hyd_hk_11sw_a_r116_7_wt2,"""Central & Western""","""Central & Western""","""Central & Western""",2023-11-01,"""CASTLE ROAD, Within 7 meters to the North (1.67Degrees) of Lamppost 18299""","""CASTLE ROAD, Within 7 meters to the North (1.67Degrees) of Lamppost 18299""","""CASTLE ROAD, Within 7 meters to the North (1.67Degrees) of Lamppost 18299""",清理树冠 / 缩减树冠 / ,清理樹冠 / 縮減樹冠 / ,Crown cleaning / Crown reduction / ,,"""Highways Department""","""Highways Department""","""Highways Department""",榕树(细叶榕),榕樹(細葉榕),Ficus microcarpa,HYD/CW/00012,SWT,833598.017,815923.387,114.15096600000004,22.282186000000024
N,土壤被挤压 / 滴水线范围内有限制(51 - 75%) / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (正常) / 倾斜 (趋光性) / 倾斜 (已自然修正) / 倾斜 (反应生长) / 受风情况 (暴露) / 修剪历史 (提升树冠) / 修剪历史 (缩减树冠) / 其他总体情况观察 / 综合树木风险 (中) / 石墙 / 综合剩余风险(中) / 没有场地改变 / ,土壤被擠壓 / 滴水線範圍內有限制(51 - 75%) / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (正常) / 傾斜 (趨光性) / 傾斜 (已自然修正) / 傾斜 (反應生長) / 受風情況 (暴露) / 修剪歷史 (提升樹冠) / 修剪歷史 (縮減樹冠) / 其他總體情況觀察 / 綜合樹木風險 (中) / 石牆 / 綜合剩餘風險(中) / 没有場地改變 / ,Compacted Soil / Lean (Natural due to phototropism) / Lean (Response growth) / Lean (Self-corrected) / No site changes / Other General condition observations / Other Site Condition observations / Overall residual risk(Moderate) / Overall tree risk rating (Moderate) / Pruning history (Raised) / Pruning history (Reduced) / Restriction within dripline (51 - 75%) / Stonewall / Tree failure record / Tree vigor (Normal) / Wind exposure (Exposed) / ,RTR0033654,"""Central & Western""","""Central & Western""","""Central & Western""",2023-06-08,"""CAINE ROAD, Within 1 meters to the North West (307.14Degrees) of Lamppost 36231""","""CAINE ROAD, Within 1 meters to the North West (307.14Degrees) of Lamppost 36231""","""CAINE ROAD, Within 1 meters to the North West (307.14Degrees) of Lamppost 36231""",清理树冠 / 缩减树冠 / ,清理樹冠 / 縮減樹冠 / ,Crown cleaning / Crown reduction / ,HYD CW/5,"""Highways Department""","""Highways Department""","""Highways Department""",榕树(细叶榕),榕樹(細葉榕),Ficus microcarpa,HYD/CW/00015,OVT & SWT,833374.289,816030.355,114.14879500000006,22.28315200000003
N,土壤被挤压 / 滴水线范围内有限制(多於 70%) / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (正常) / 受风情况 (受遮挡) / 野生动物或鸟巢 / 修剪历史 (清理树冠) / 修剪历史 (缩减树冠) / 其他总体情况观察 / 综合树木风险 (中) / 石墙 / 综合剩余风险(中) / 没有场地改变 / ,土壤被擠壓 / 滴水線範圍內有限制(多於 70%) / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (正常) / 受風情況 (受遮擋) / 野生動物或鳥巢 / 修剪歷史 (清理樹冠) / 修剪歷史 (縮減樹冠) / 其他總體情況觀察 / 綜合樹木風險 (中) / 石牆 / 綜合剩餘風險(中) / 没有場地改變 / ,Compacted Soil / No site changes / Other General condition observations / Other Site Condition observations / Overall residual risk(Moderate) / Overall tree risk rating (Moderate) / Pruning history (Cleaned) / Pruning history (Reduced) / Restriction within dripline (Over 75%) / Stonewall / Tree failure record / Tree vigor (Normal) / Wildlife or nesting site / Wind exposure (Protected) / ,RTR0098037,"""Central & Western""","""Central & Western""","""Central & Western""",2023-10-31,NULL,NULL,NULL,其他缓减措施 / ,其他緩減措施 / ,Others / ,,"""Highways Department""","""Highways Department""","""Highways Department""",大叶榕(黄葛树),大葉榕(黃葛樹),Ficus virens (syn. Ficus virens var. sublanceolata),HYD/CW/00017,SWT,834188.984,815644.151,114.15670100000011,22.279666000000077
N,土壤被挤压 / 滴水线范围内有限制(多於 70%) / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (正常) / 倾斜 (趋光性) / 倾斜 (已自然修正) / 倾斜 (反应生长) / 受风情况 (受遮挡) / 修剪历史 (清理树冠) / 修剪历史 (缩减树冠) / 其他总体情况观察 / 综合树木风险 (低) / 石墙 / 综合剩余风险(低) / 没有场地改变 / ,土壤被擠壓 / 滴水線範圍內有限制(多於 70%) / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (正常) / 傾斜 (趨光性) / 傾斜 (已自然修正) / 傾斜 (反應生長) / 受風情況 (受遮擋) / 修剪歷史 (清理樹冠) / 修剪歷史 (縮減樹冠) / 其他總體情況觀察 / 綜合樹木風險 (低) / 石牆 / 綜合剩餘風險(低) / 没有場地改變 / ,Compacted Soil / Lean (Natural due to phototropism) / Lean (Response growth) / Lean (Self-corrected) / No site changes / Other General condition observations / Other Site Condition observations / Overall residual risk(Low) / Overall tree risk rating (Low) / Pruning history (Cleaned) / Pruning history (Reduced) / Restriction within dripline (Over 75%) / Stonewall / Tree failure record / Tree vigor (Normal) / Wind exposure (Protected) / ,hyd_hk_11sw_a_r22_1_wt1,"""Central & Western""","""Central & Western""","""Central & Western""",2023-11-07,"""FUK ON LANE, Within 3 meters to the North East (29.43Degrees) of Lamppost 50047""","""FUK ON LANE, Within 3 meters to the North East (29.43Degrees) of Lamppost 50047""","""FUK ON LANE, Within 3 meters to the North East (29.43Degrees) of Lamppost 50047""",其他缓减措施 / ,其他緩減措施 / ,Others / ,,"""Highways Department""","""Highways Department""","""Highways Department""",榕树(细叶榕),榕樹(細葉榕),Ficus microcarpa,HYD/CW/00019,SWT,833199.761,816198.304,114.14710100000002,22.284668000000067
N,其他场地改变 / 土壤被挤压 / 有土壤裂缝或裂缝於倾斜部位背後 / 滴水线范围内有限制(多於 70%) / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (正常) / 倾斜 (趋光性) / 倾斜 (已自然修正) / 倾斜 (反应生长) / 受风情况 (受遮挡) / 挡土墙 / 修剪历史 (缩减树冠) / 其他修剪历史 / 其他总体情况观察 / 综合树木风险 (中) / 石墙 / 综合剩余风险(中) / 没有场地改变 / ,其他場地改變 / 土壤被擠壓 / 有土壤裂縫或裂縫於傾斜部位背後 / 滴水線範圍內有限制(多於 70%) / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (正常) / 傾斜 (趨光性) / 傾斜 (已自然修正) / 傾斜 (反應生長) / 受風情況 (受遮擋) / 擋土牆 / 修剪歷史 (縮減樹冠) / 其他修剪歷史 / 其他總體情況觀察 / 綜合樹木風險 (中) / 石牆 / 綜合剩餘風險(中) / 没有場地改變 / ,Compacted Soil / Lean (Natural due to phototropism) / Lean (Response growth) / Lean (Self-corrected) / No site changes / Other General condition observations / Other Pruning history / Other site changes / Other Site Condition observations / Overall residual risk(Moderate) / Overall tree risk rating (Moderate) / Pruning history (Reduced) / Restriction within dripline (Over 75%) / Retaining wall / Soil crack or crack behind lean / Stonewall / Tree failure record / Tree vigor (Normal) / Wind exposure (Protected) / ,hyd_hk_11sw_a_r22_1_wt2,"""Central & Western""","""Central & Western""","""Central & Western""",2023-11-07,"""FUK ON LANE, Within 3 meters to the North East (29.43Degrees) of Lamppost 50047""","""FUK ON LANE, Within 3 meters to the North East (29.43Degrees) of Lamppost 50047""","""FUK ON LANE, Within 3 meters to the North East (29.43Degrees) of Lamppost 50047""",其他缓减措施 / ,其他緩減措施 / ,Others / ,,"""Highways Department""","""Highways Department""","""Highways Department""",榕树(细叶榕),榕樹(細葉榕),Ficus microcarpa,HYD/CW/00020,SWT,833183.871,816179.444,114.14694700000007,22.284498000000042
N,土壤被挤压 / 有土壤裂缝或裂缝於倾斜部位背後 / 滴水线范围内有限制(多於 70%) / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (正常) / 倾斜 (趋光性) / 倾斜 (已自然修正) / 倾斜 (反应生长) / 受风情况 (受遮挡) / 修剪历史 (清理树冠) / 修剪历史 (缩减树冠) / 其他总体情况观察 / 综合树木风险 (低) / 石墙 / 综合剩余风险(低) / 没有场地改变 / ,土壤被擠壓 / 有土壤裂縫或裂縫於傾斜部位背後 / 滴水線範圍內有限制(多於 70%) / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (正常) / 傾斜 (趨光性) / 傾斜 (已自然修正) / 傾斜 (反應生長) / 受風情況 (受遮擋) / 修剪歷史 (清理樹冠) / 修剪歷史 (縮減樹冠) / 其他總體情況觀察 / 綜合樹木風險 (低) / 石牆 / 綜合剩餘風險(低) / 没有場地改變 / ,Compacted Soil / Lean (Natural due to phototropism) / Lean (Response growth) / Lean (Self-corrected) / No site changes / Other General condition observations / Other Site Condition observations / Overall residual risk(Low) / Overall tree risk rating (Low) / Pruning history (Cleaned) / Pruning history (Reduced) / Restriction within dripline (Over 75%) / Soil crack or crack behind lean / Stonewall / Tree failure record / Tree vigor (Normal) / Wind exposure (Protected) / ,hyd_hk_11sw_a_r22_2_wt1,"""Central & Western""","""Central & Western""","""Central & Western""",2023-11-07,"""FUK ON LANE, Within 7 meters to the North East (38.23Degrees) of Lamppost 45970""","""FUK ON LANE, Within 7 meters to the North East (38.23Degrees) of Lamppost 45970""","""FUK ON LANE, Within 7 meters to the North East (38.23Degrees) of Lamppost 45970""",其他缓减措施 / ,其他緩減措施 / ,Others / ,,"""Highways Department""","""Highways Department""","""Highways Department""",榕树(细叶榕),榕樹(細葉榕),Ficus microcarpa,HYD/CW/00023,SWT,833181.176,816176.078,114.14692100000002,22.28446800000006
N,其他场地改变 / 土壤被挤压 / 滴水线范围内有限制(多於 70%) / 有树木倒塌记录 / 有褐根病记录 / 其他场地观察 / 茁壮程度 (低) / 倾斜 (趋光性) / 倾斜 (已自然修正) / 倾斜 (反应生长) / 受风情况 (受遮挡) / 修剪历史 (清理树冠) / 挡土墙 / 其他总体情况观察 / 综合树木风险 (低) / 石墙 / 综合剩余风险(低) / 没有场地改变 / ,其他場地改變 / 土壤被擠壓 / 滴水線範圍內有限制(多於 70%) / 有樹木倒塌記錄 / 有褐根病記錄 / 其他場地觀察 / 茁壯程度 (低) / 傾斜 (趨光性) / 傾斜 (已自然修正) / 傾斜 (反應生長) / 受風情況 (受遮擋) / 修剪歷史 (清理樹冠) / 擋土牆 / 其他總體情況觀察 / 綜合樹木風險 (低) / 石牆 / 綜合剩餘風險(低) / 没有場地改變 / ,Brown Root Rot disease record / Compacted Soil / Lean (Natural due to phototropism) / Lean (Response growth) / Lean (Self-corrected) / No site changes / Other General condition observations / Other site changes / Other Site Condition observations / Overall residual risk(Low) / Overall tree risk rating (Low) / Pruning history (Cleaned) / Restriction within dripline (Over 75%) / Retaining wall / Stonewall / Tree failure record / Tree vigor (Low) / Wind exposure (Protected) / ,hyd_hk_11sw_a_r22_2_wt2,"""Central & Western""","""Central & Western""","""Central & Western""",2023-11-07,"""FUK ON LANE, Within 7 meters to the North East (38.23Degrees) of Lamppost 45970""","""FUK ON LANE, Within 7 meters to the North East (38.23Degrees) of Lamppost 45970""","""FUK ON LANE, Within 7 meters to the North East (38.23Degrees) of Lamppost 45970""",其他缓减措施 / ,其他緩減措施 / ,Others / ,,"""Highways Department""","""Highways Department""","""Highways Department""",榕树(细叶榕),榕樹(細葉榕),Ficus microcarpa,HYD/CW/00024,SWT,833180.018,816174.676,114.14691000000005,22.284455000000037
N,土壤被挤压 / 滴水线范围内有限制(多於 70%) / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (正常) / 受风情况 (受遮挡) / 修剪历史 (清理树冠) / 修剪历史 (缩减树冠) / 其他总体情况观察 / 综合树木风险 (低) / 石墙 / 没有场地改变 / ,土壤被擠壓 / 滴水線範圍內有限制(多於 70%) / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (正常) / 受風情況 (受遮擋) / 修剪歷史 (清理樹冠) / 修剪歷史 (縮減樹冠) / 其他總體情況觀察 / 綜合樹木風險 (低) / 石牆 / 没有場地改變 / ,Compacted Soil / No site changes / Other General condition observations / Other Site Condition observations / Overall tree risk rating (Low) / Pruning history (Cleaned) / Pruning history (Reduced) / Restriction within dripline (Over 75%) / Stonewall / Tree failure record / Tree vigor (Normal) / Wind exposure (Protected) / ,hyd_hk_11sw_a_r756_1_wt1,"""Central & Western""","""Central & Western""","""Central & Western""",2023-10-17,"""HILL ROAD, Within 14 meters to the North East (34.55Degrees) of Lamppost 34928""","""HILL ROAD, Within 14 meters to the North East (34.55Degrees) of Lamppost 34928""","""HILL ROAD, Within 14 meters to the North East (34.55Degrees) of Lamppost 34928""",移除 / 其他缓减措施 / ,移除 / 其他緩減措施 / ,Others / Removal / ,,"""Highways Department""","""Highways Department""","""Highways Department""",榕树(细叶榕),榕樹(細葉榕),Ficus microcarpa,HYD/CW/00027,SWT,832017.236,816243.267,114.13562700000011,22.28507200000007
N,土壤被挤压 / 有土壤裂缝或裂缝於倾斜部位背後 / 滴水线范围内有限制(51 - 75%) / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (正常) / 倾斜 (趋光性) / 倾斜 (已自然修正) / 倾斜 (反应生长) / 受风情况 (部份) / 其他修剪历史 / 其他总体情况观察 / 综合树木风险 (中) / 石墙 / 综合剩余风险(低) / 没有场地改变 / ,土壤被擠壓 / 有土壤裂縫或裂縫於傾斜部位背後 / 滴水線範圍內有限制(51 - 75%) / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (正常) / 傾斜 (趨光性) / 傾斜 (已自然修正) / 傾斜 (反應生長) / 受風情況 (部份) / 其他修剪歷史 / 其他總體情況觀察 / 綜合樹木風險 (中) / 石牆 / 綜合剩餘風險(低) / 没有場地改變 / ,Compacted Soil / Lean (Natural due to phototropism) / Lean (Response growth) / Lean (Self-corrected) / No site changes / Other General condition observations / Other Pruning history / Other Site Condition observations / Overall residual risk(Low) / Overall tree risk rating (Moderate) / Restriction within dripline (51 - 75%) / Soil crack or crack behind lean / Stonewall / Tree failure record / Tree vigor (Normal) / Wind exposure (Partial) / ,hyd_hk_11sw_a_r215_0_wt1,"""Central & Western""","""Central & Western""","""Central & Western""",2023-11-24,"""HORNSEY ROAD, Within 6 meters to the North (353.51Degrees) of Lamppost 44017""","""HORNSEY ROAD, Within 6 meters to the North (353.51Degrees) of Lamppost 44017""","""HORNSEY ROAD, Within 6 meters to the North (353.51Degrees) of Lamppost 44017""",清理树冠 / ,清理樹冠 / ,Crown cleaning / ,,"""Highways Department""","""Highways Department""","""Highways Department""",大叶榕(黄葛树),大葉榕(黃葛樹),Ficus virens (syn. Ficus virens var. sublanceolata),HYD/CW/00034,SWT,833730.99,815456.774,114.15225700000008,22.27797300000003
N,土壤被挤压 / 有土壤裂缝或裂缝於倾斜部位背後 / 滴水线范围内有限制(51 - 75%) / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (正常) / 倾斜 (趋光性) / 倾斜 (已自然修正) / 倾斜 (反应生长) / 受风情况 (部份) / 其他修剪历史 / 其他总体情况观察 / 综合树木风险 (中) / 石墙 / 综合剩余风险(低) / 没有场地改变 / ,土壤被擠壓 / 有土壤裂縫或裂縫於傾斜部位背後 / 滴水線範圍內有限制(51 - 75%) / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (正常) / 傾斜 (趨光性) / 傾斜 (已自然修正) / 傾斜 (反應生長) / 受風情況 (部份) / 其他修剪歷史 / 其他總體情況觀察 / 綜合樹木風險 (中) / 石牆 / 綜合剩餘風險(低) / 没有場地改變 / ,Compacted Soil / Lean (Natural due to phototropism) / Lean (Response growth) / Lean (Self-corrected) / No site changes / Other General condition observations / Other Pruning history / Other Site Condition observations / Overall residual risk(Low) / Overall tree risk rating (Moderate) / Restriction within dripline (51 - 75%) / Soil crack or crack behind lean / Stonewall / Tree failure record / Tree vigor (Normal) / Wind exposure (Partial) / ,hyd_hk_11sw_a_r215_0_wt2,"""Central & Western""","""Central & Western""","""Central & Western""",2023-11-24,"""HORNSEY ROAD, Within 6 meters to the North (353.51Degrees) of Lamppost 44017""","""HORNSEY ROAD, Within 6 meters to the North (353.51Degrees) of Lamppost 44017""","""HORNSEY ROAD, Within 6 meters to the North (353.51Degrees) of Lamppost 44017""",清理树冠 / 树冠疏理 / 缩减树冠 / ,清理樹冠 / 樹冠疏理 / 縮減樹冠 / ,Crown cleaning / Crown reduction / Crown thinning / ,,"""Highways Department""","""Highways Department""","""Highways Department""",榕树(细叶榕),榕樹(細葉榕),Ficus microcarpa,HYD/CW/00035,SWT,833736.556,815417.265,114.15231200000005,22.277616000000023
N,土壤被挤压 / 滴水线范围内有限制(多於 70%) / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (正常) / 受风情况 (部份) / 修剪历史 (提升树冠) / 其他修剪历史 / 其他总体情况观察 / 综合树木风险 (低) / 石墙 / 综合剩余风险(低) / 没有场地改变 / ,土壤被擠壓 / 滴水線範圍內有限制(多於 70%) / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (正常) / 受風情況 (部份) / 修剪歷史 (提升樹冠) / 其他修剪歷史 / 其他總體情況觀察 / 綜合樹木風險 (低) / 石牆 / 綜合剩餘風險(低) / 没有場地改變 / ,Compacted Soil / No site changes / Other General condition observations / Other Pruning history / Other Site Condition observations / Overall residual risk(Low) / Overall tree risk rating (Low) / Pruning history (Raised) / Restriction within dripline (Over 75%) / Stonewall / Tree failure record / Tree vigor (Normal) / Wind exposure (Partial) / ,hyd_hk_11sw_a_r65_0_wt1,"""Central & Western""","""Central & Western""","""Central & Western""",2023-11-07,"""BRIDGES STREET, Within 5 meters to the South West (231.53Degrees) of Lamppost 21496""","""BRIDGES STREET, Within 5 meters to the South West (231.53Degrees) of Lamppost 21496""","""BRIDGES STREET, Within 5 meters to the South West (231.53Degrees) of Lamppost 21496""",其他缓减措施 / ,其他緩減措施 / ,Others / ,,"""Highways Department""","""Highways Department""","""Highways Department""",榕树(细叶榕),榕樹(細葉榕),Ficus microcarpa,HYD/CW/00039,SWT,833362.845,816084.048,114.14868400000012,22.283637000000056
